scenario,model,step,protection_share,capability,output_proxy
conditional_support,endogenous,88,0.00758280427491347,1.0,0.9945282484352225
conditional_support,endogenous,89,0.007578716939455682,1.0,0.9945311978564888
conditional_support,endogenous,90,0.007585297714854968,1.0,0.9945264491689607
conditional_support,endogenous,91,0.007584513043100486,1.0,0.9945270153880987
conditional_support,endogenous,92,0.0075812547020515176,1.0,0.9945293666069996
conditional_support,endogenous,93,0.007580472308273896,1.0,0.9945299311823496
conditional_support,endogenous,94,0.007575514219794663,1.0,0.9945335089389962
conditional_support,endogenous,95,0.007578636942366532,1.0,0.9945312555823883
conditional_support,endogenous,96,0.007585082485396005,1.0,0.9945266044785382
conditional_support,endogenous,97,0.007588214845818468,1.0,0.9945243441672574
conditional_support,endogenous,98,0.0075846528210904065,1.0,0.9945269145243012
conditional_support,endogenous,99,0.007580151018778908,1.0,0.9945301630248491
conditional_support,endogenous,100,0.007588254342518648,1.0,0.9945243156664385
conditional_support,endogenous,101,0.007578833296019274,1.0,0.9945311138935925
conditional_support,endogenous,102,0.007584843881762782,1.0,0.99452677665492
conditional_support,endogenous,103,0.007584220927087324,1.0,0.9945272261790138
conditional_support,endogenous,104,0.007574498474294312,1.0,0.9945342419009492
conditional_support,endogenous,105,0.007581798706799602,1.0,0.9945289740531734
conditional_support,endogenous,106,0.0075707025526267095,1.0,0.9945369810380246
conditional_support,endogenous,107,0.00758471867671666,1.0,0.9945268670028813
conditional_support,endogenous,108,0.0075828064985218584,1.0,0.9945282468306667
conditional_support,endogenous,109,0.00757598538034007,1.0,0.9945331689495466
conditional_support,endogenous,110,0.0075826376363165695,1.0,0.994528368681634
conditional_support,endogenous,111,0.007580570045948818,1.0,0.9945298606548433
conditional_support,endogenous,112,0.007573800898460041,1.0,0.9945347452716712
conditional_support,endogenous,113,0.007575968477307092,1.0,0.9945331811467752
conditional_support,endogenous,114,0.007579752498487855,1.0,0.9945304505970911
conditional_support,endogenous,115,0.0075794811783793945,1.0,0.9945306463816814
conditional_support,endogenous,116,0.0075867652348997955,1.0,0.9945253902064963
conditional_support,endogenous,117,0.007574080462838915,1.0,0.9945345435380154
conditional_support,endogenous,118,0.007577035546101036,1.0,0.9945324111499335
conditional_support,endogenous,119,0.007579267416447108,1.0,0.9945308006322918
conditional_support,endogenous,120,0.007592191332803381,1.0,0.9945214747342491
conditional_support,fixed,0,0.3,0.62,0.51752
conditional_support,fixed,1,0.12564157310046906,0.62,0.5770808386288797
conditional_support,fixed,2,0.049505837688385214,0.62,0.6030888058456476
conditional_support,fixed,3,0.02218165030568206,0.62,0.612422748255579
conditional_support,fixed,4,0.01316181765155316,0.62,0.6155039230902294
conditional_support,fixed,5,0.010228369856411717,0.62,0.6165059888570498
conditional_support,fixed,6,0.00927492968761746,0.62,0.6168316840187099
conditional_support,fixed,7,0.008975542451859712,0.62,0.6169339546984447
conditional_support,fixed,8,0.008877123607261417,0.62,0.6169675745757595
conditional_support,fixed,9,0.008831941229673122,0.62,0.6169830088759437
conditional_support,fixed,10,0.00884178072274729,0.62,0.6169796477051095
conditional_support,fixed,11,0.008818718230944461,0.62,0.6169875258523093
conditional_support,fixed,12,0.008803431070123527,0.62,0.6169927479464458
conditional_support,fixed,13,0.008815677611245356,0.62,0.6169885645279986
conditional_support,fixed,14,0.008802358033529424,0.62,0.6169931144957463
conditional_support,fixed,15,0.008811476826121933,0.62,0.6169899995161967
conditional_support,fixed,16,0.008825598228630004,0.62,0.6169851756451
conditional_support,fixed,17,0.008813573096434367,0.62,0.616989283430258
conditional_support,fixed,18,0.008811210459829912,0.62,0.6169900905069221
conditional_support,fixed,19,0.008804083521325374,0.62,0.6169925250691153
conditional_support,fixed,20,0.008811733948408342,0.62,0.6169899116832237
conditional_support,fixed,21,0.008810022527611292,0.62,0.6169904963045679
conditional_support,fixed,22,0.008815266609890324,0.62,0.6169887049260615
conditional_support,fixed,23,0.008810787703393077,0.62,0.616990234920521
conditional_support,fixed,24,0.008816257844565748,0.62,0.6169883663202963
conditional_support,fixed,25,0.008805929530153488,0.62,0.6169918944724996
conditional_support,fixed,26,0.00880434855710273,0.62,0.6169924345328937
conditional_support,fixed,27,0.008808506068405091,0.62,0.6169910143270328
conditional_support,fixed,28,0.008831115432368199,0.62,0.6169832909683031
conditional_support,fixed,29,0.008826397142821716,0.62,0.6169849027360121
conditional_support,fixed,30,0.0088216513069981,0.62,0.6169865239135295
conditional_support,fixed,31,0.008821256599295736,0.62,0.6169866587456806
conditional_support,fixed,32,0.00880702659907621,0.62,0.6169915197137555
conditional_support,fixed,33,0.00881488485468835,0.62,0.6169888353336385
conditional_support,fixed,34,0.008820889184304284,0.62,0.6169867842546416
conditional_support,fixed,35,0.008815018175348771,0.62,0.6169887897913009
conditional_support,fixed,36,0.008812373531554098,0.62,0.6169896932016211
conditional_support,fixed,37,0.008806410270134795,0.62,0.6169917302517219
conditional_support,fixed,38,0.00883601432004661,0.62,0.6169816175082721
conditional_support,fixed,39,0.008824963134787393,0.62,0.6169853925931567
conditional_support,fixed,40,0.008815831128199276,0.62,0.6169885120866071
conditional_support,fixed,41,0.008831203623708615,0.62,0.6169832608421412
conditional_support,fixed,42,0.008823140028145136,0.62,0.6169860153663856
conditional_support,fixed,43,0.00881349457643691,0.62,0.6169893102526891
conditional_support,fixed,44,0.008827375733488895,0.62,0.6169845684494402
conditional_support,fixed,45,0.008829969110691305,0.62,0.6169836825517878
conditional_support,fixed,46,0.008832693779303786,0.62,0.6169827518049898
conditional_support,fixed,47,0.008825299424500697,0.62,0.6169852777165905
conditional_support,fixed,48,0.008833257193654409,0.62,0.6169825593426477
conditional_support,fixed,49,0.008825826806136989,0.62,0.6169850975630236
conditional_support,fixed,50,0.008817170483657034,0.62,0.6169880545627827
conditional_support,fixed,51,0.00881421671103874,0.62,0.6169890635715092
conditional_support,fixed,52,0.008835684086348652,0.62,0.6169817303161033
conditional_support,fixed,53,0.008829496842382248,0.62,0.6169838438786422
conditional_support,fixed,54,0.008828590848989688,0.62,0.6169841533659851
conditional_support,fixed,55,0.008832671355186865,0.62,0.6169827594650682
conditional_support,fixed,56,0.008818108320984811,0.62,0.6169877341975516
conditional_support,fixed,57,0.00881081046308994,0.62,0.6169902271458084
conditional_support,fixed,58,0.008820859496862603,0.62,0.6169867943958717
conditional_support,fixed,59,0.008804981026364902,0.62,0.6169922184813937
conditional_support,fixed,60,0.00881738199077506,0.62,0.6169879823119513
conditional_support,fixed,61,0.008823768327543231,0.62,0.6169858007393112
conditional_support,fixed,62,0.008817395457188907,0.62,0.6169879777118242
conditional_support,fixed,63,0.008835685996263248,0.62,0.6169817296636765
conditional_support,fixed,64,0.008834191767426206,0.62,0.6169822400922472
conditional_support,fixed,65,0.008825028134561234,0.62,0.6169853703892338
conditional_support,fixed,66,0.008818942659943138,0.62,0.6169874491873634
conditional_support,fixed,67,0.008808554332931439,0.62,0.6169909978398707
conditional_support,fixed,68,0.008833415962279255,0.62,0.6169825051072854
conditional_support,fixed,69,0.008825201922144924,0.62,0.6169853110233953
conditional_support,fixed,70,0.008828730961249828,0.62,0.616984105503637
conditional_support,fixed,71,0.00880990554885944,0.62,0.6169905362645096
conditional_support,fixed,72,0.008817122605951975,0.62,0.6169880709178068
conditional_support,fixed,73,0.0088211644697589,0.62,0.6169866902171304
conditional_support,fixed,74,0.008817061781286441,0.62,0.6169880916955125
conditional_support,fixed,75,0.008809432199350362,0.62,0.6169906979607019
conditional_support,fixed,76,0.00880998013149624,0.62,0.6169905107870809
conditional_support,fixed,77,0.008830186137539539,0.62,0.6169836084154164
conditional_support,fixed,78,0.008829087756675071,0.62,0.6169839836223198
conditional_support,fixed,79,0.008837706950042953,0.62,0.6169810393058653
conditional_support,fixed,80,0.00882257507561598,0.62,0.6169862083541696
conditional_support,fixed,81,0.008822807757039735,0.62,0.6169861288701952
conditional_support,fixed,82,0.008818880268758118,0.62,0.6169874705001922
conditional_support,fixed,83,0.008832246084242242,0.62,0.6169829047376229
conditional_support,fixed,84,0.008820057936961029,0.62,0.6169870682087342
conditional_support,fixed,85,0.008827808080139624,0.62,0.6169844207598243
conditional_support,fixed,86,0.008803285415613616,0.62,0.6169927977020264
conditional_support,fixed,87,0.008807933704366668,0.62,0.6169912098465883
conditional_support,fixed,88,0.008828264054253843,0.62,0.6169842649990669
conditional_support,fixed,89,0.008815949139928548,0.62,0.6169884717738005
conditional_support,fixed,90,0.008806052493445226,0.62,0.6169918524682391
conditional_support,fixed,91,0.008802915813866113,0.62,0.6169929239579833
conditional_support,fixed,92,0.008808539038610863,0.62,0.6169910030644106
conditional_support,fixed,93,0.008807345096733041,0.62,0.616991410914956
conditional_support,fixed,94,0.00882179492571853,0.62,0.6169864748533745
conditional_support,fixed,95,0.008818078648678819,0.62,0.6169877443336113
conditional_support,fixed,96,0.008802012718749915,0.62,0.616993232455275
conditional_support,fixed,97,0.008806227260830227,0.62,0.6169917927677004
conditional_support,fixed,98,0.008808658386194249,0.62,0.6169909622952761
conditional_support,fixed,99,0.008814958967420024,0.62,0.6169888100167293
conditional_support,fixed,100,0.008826080810735515,0.62,0.6169850107950527
conditional_support,fixed,101,0.008834892162124755,0.62,0.6169820008374182
conditional_support,fixed,102,0.008819280716858207,0.62,0.6169873337071212
conditional_support,fixed,103,0.008811583809958199,0.62,0.6169899629705182
conditional_support,fixed,104,0.008812057586454905,0.62,0.616989801128467
conditional_support,fixed,105,0.008802716522391885,0.62,0.6169929920359509
conditional_support,fixed,106,0.00881887340911488,0.62,0.6169874728434463
conditional_support,fixed,107,0.008821560890239385,0.62,0.6169865547998942
conditional_support,fixed,108,0.008814239317524656,0.62,0.6169890558491335
conditional_support,fixed,109,0.00881950342578722,0.62,0.616987257629751
conditional_support,fixed,110,0.008804676255239726,0.62,0.6169923225912101
conditional_support,fixed,111,0.008806374252821282,0.62,0.6169917425552363
conditional_support,fixed,112,0.008815843917480597,0.62,0.6169885077177886
conditional_support,fixed,113,0.008829468316331343,0.62,0.6169838536231412
conditional_support,fixed,114,0.008818612874774952,0.62,0.6169875618419769
conditional_support,fixed,115,0.008830068266066719,0.62,0.6169836486803116
conditional_support,fixed,116,0.008814222349636875,0.62,0.616989061645364
conditional_support,fixed,117,0.008812368849380173,0.62,0.6169896948010517
conditional_support,fixed,118,0.008835630065152556,0.62,0.6169817487697439
conditional_support,fixed,119,0.008810884771769712,0.62,0.6169902017619635
conditional_support,fixed,120,0.008823967125433986,0.62,0.6169857328299517
open_exposure,endogenous,0,0.3,0.62,0.4484
open_exposure,endogenous,1,0.10041795718303588,0.6308569048603786,0.5723279167547916
open_exposure,endogenous,2,0.03200839672693603,0.6473308757786619,0.6281479907190485
open_exposure,endogenous,3,0.013767076278591554,0.6656486712062173,0.6571457627891752
open_exposure,endogenous,4,0.009231556870790641,0.6841522563632997,0.6782797205425694
open_exposure,endogenous,5,0.008103519272277862,0.7023373875487603,0.697035076278419
open_exposure,endogenous,6,0.00780631821122573,0.7211382618613418,0.7158836564645261
open_exposure,endogenous,7,0.007709051611804422,0.7397156037191371,0.7343833146857643
open_exposure,endogenous,8,0.007650485993940083,0.7574898939577892,0.752062074785034
open_exposure,endogenous,9,0.007602401477303935,0.7754012609894663,0.7698713024175295
open_exposure,endogenous,10,0.007557776404599958,0.7930215540367527,0.7873909443251802
open_exposure,endogenous,11,0.0075213652083444445,0.8104000790923734,0.804665866871294
open_exposure,endogenous,12,0.007484486160229262,0.8275476136542649,0.8217132346560154
open_exposure,endogenous,13,0.007446578924797615,0.8447328007791245,0.8388000738290095
open_exposure,endogenous,14,0.007414883280112271,0.8611013086602162,0.8550725019338554
open_exposure,endogenous,15,0.0073877592605370804,0.8776370531132283,0.871508093672118
open_exposure,endogenous,16,0.0073561497392377944,0.8942786873709946,0.8880535734834266
open_exposure,endogenous,17,0.00732450857565821,0.9103394087204199,0.9040233606701303
open_exposure,endogenous,18,0.007293348748859541,0.9264145777233317,0.9200082416279398
open_exposure,endogenous,19,0.0072618899284464765,0.9416716326406589,0.9351821079088766
open_exposure,endogenous,20,0.007240038312105953,0.9573813684102966,0.9507976543166524
open_exposure,endogenous,21,0.007220231084308046,0.9727099670687418,0.9660336357912203
open_exposure,endogenous,22,0.00718745279381626,0.9867817900258012,0.9800345004867376
open_exposure,endogenous,23,0.00716968993320448,0.9963558007858321,0.9895564524955196
open_exposure,endogenous,24,0.007151662827391156,0.9996464969593027,0.9928406480013708
open_exposure,endogenous,25,0.007144648061724787,0.9999830068562531,0.9931814237468376
open_exposure,endogenous,26,0.00714047043765234,1.0,0.993202272143355
open_exposure,endogenous,27,0.007143541099090766,1.0,0.9931993488736656
open_exposure,endogenous,28,0.007146236359424466,1.0,0.9931967829858279
open_exposure,endogenous,29,0.00713927037079678,1.0,0.9932034146070015
open_exposure,endogenous,30,0.00713527927479634,1.0,0.9932072141303939
open_exposure,endogenous,31,0.007142686635768066,1.0,0.9932001623227488
open_exposure,endogenous,32,0.007148864262395777,1.0,0.9931942812221992
open_exposure,endogenous,33,0.007143180114627795,1.0,0.9931996925308744
open_exposure,endogenous,34,0.007137648664654935,1.0,0.9932049584712485
open_exposure,endogenous,35,0.00714170051171547,1.0,0.9932011011128469
open_exposure,endogenous,36,0.007136629425966332,1.0,0.9932059287864801
open_exposure,endogenous,37,0.007141944711804372,1.0,0.9932008686343622
open_exposure,endogenous,38,0.007138122185776316,1.0,0.9932045076791409
open_exposure,endogenous,39,0.007146810669010963,1.0,0.9931962362431016
open_exposure,endogenous,40,0.0071487832089887965,1.0,0.9931943583850427
open_exposure,endogenous,41,0.007143974035326718,1.0,0.993198936718369
open_exposure,endogenous,42,0.0071474325657383585,1.0,0.9931956441974171
open_exposure,endogenous,43,0.007145956107926175,1.0,0.9931970497852542
open_exposure,endogenous,44,0.007139881061150147,1.0,0.9932028332297851
open_exposure,endogenous,45,0.007138949171476275,1.0,0.9932037203887546
open_exposure,endogenous,46,0.0071364799042608505,1.0,0.9932060711311437
open_exposure,endogenous,47,0.007137461849212666,1.0,0.9932051363195495
open_exposure,endogenous,48,0.007140154602198056,1.0,0.9932025728187075
open_exposure,endogenous,49,0.007138510442637129,1.0,0.9932041380586094
open_exposure,endogenous,50,0.00714078596210233,1.0,0.9932019717640785
open_exposure,endogenous,51,0.007146953273454905,1.0,0.9931961004836709
open_exposure,endogenous,52,0.007139494910695322,1.0,0.993203200845018
open_exposure,endogenous,53,0.007135542993170996,1.0,0.9932069630705013
open_exposure,endogenous,54,0.007141749809840608,1.0,0.9932010541810318
open_exposure,endogenous,55,0.0071424831869970435,1.0,0.9932003560059788
open_exposure,endogenous,56,0.007138615045519027,1.0,0.9932040384766658
open_exposure,endogenous,57,0.007145755494742372,1.0,0.9931972407690053
open_exposure,endogenous,58,0.0071467118779105525,1.0,0.9931963302922292
open_exposure,endogenous,59,0.0071404789370120994,1.0,0.9932022640519644
open_exposure,endogenous,60,0.007136045731006422,1.0,0.9932064844640819
open_exposure,endogenous,61,0.007146529976103975,1.0,0.993196503462749
open_exposure,endogenous,62,0.007138919001541479,1.0,0.9932037491105326
open_exposure,endogenous,63,0.0071428837220378315,1.0,0.99319997469662
open_exposure,endogenous,64,0.00714375901432197,1.0,0.9931991414183655
open_exposure,endogenous,65,0.007145907492266339,1.0,0.9931970960673624
open_exposure,endogenous,66,0.007143356975199718,1.0,0.9931995241596099
open_exposure,endogenous,67,0.007135552339840911,1.0,0.9932069541724714
open_exposure,endogenous,68,0.0071386573070603785,1.0,0.9932039982436786
open_exposure,endogenous,69,0.007138548860004668,1.0,0.9932041014852756
open_exposure,endogenous,70,0.007147485116614099,1.0,0.9931955941689834
open_exposure,endogenous,71,0.0071440706152604205,1.0,0.9931988447742721
open_exposure,endogenous,72,0.007144569547166881,1.0,0.9931983697910971
open_exposure,endogenous,73,0.0071468207936797295,1.0,0.9931962266044169
open_exposure,endogenous,74,0.007138718609671063,1.0,0.9932039398835931
open_exposure,endogenous,75,0.007137186261835862,1.0,0.9932053986787323
open_exposure,endogenous,76,0.0071373929208760805,1.0,0.9932052019393259
open_exposure,endogenous,77,0.007139960510724132,1.0,0.9932027575937906
open_exposure,endogenous,78,0.007133739740014124,1.0,0.9932086797675066
open_exposure,endogenous,79,0.007137469319414905,1.0,0.993205129207917
open_exposure,endogenous,80,0.007146214451736041,1.0,0.9931968038419473
open_exposure,endogenous,81,0.007141600470696937,1.0,0.9932011963518965
open_exposure,endogenous,82,0.0071448473267904196,1.0,0.9931981053448955
open_exposure,endogenous,83,0.0071435013968374475,1.0,0.9931993866702108
open_exposure,endogenous,84,0.007144422162432126,1.0,0.9931985101013646
open_exposure,endogenous,85,0.007137586654026289,1.0,0.9932050175053669
open_exposure,endogenous,86,0.0071364450969389195,1.0,0.9932061042677142
open_exposure,endogenous,87,0.00714499856782994,1.0,0.9931979613634259
open_exposure,endogenous,88,0.007143472402124765,1.0,0.9931994142731773
open_exposure,endogenous,89,0.007140526060097815,1.0,0.9932022191907869
open_exposure,endogenous,90,0.0071454225898897284,1.0,0.993197557694425
open_exposure,endogenous,91,0.0071446450955199685,1.0,0.993198297869065
open_exposure,endogenous,92,0.007142276128736651,1.0,0.9932005531254428
open_exposure,endogenous,93,0.0071418297459527515,1.0,0.9932009780818529
open_exposure,endogenous,94,0.007138280261506585,1.0,0.9932043571910457
open_exposure,endogenous,95,0.007140711662312203,1.0,0.9932020424974788
open_exposure,endogenous,96,0.007145313412063126,1.0,0.9931976616317159
open_exposure,endogenous,97,0.007147333839280415,1.0,0.9931957381850051
open_exposure,endogenous,98,0.00714460178201617,1.0,0.9931983391035206
open_exposure,endogenous,99,0.007141456158967718,1.0,0.9932013337366628
open_exposure,endogenous,100,0.007147484150788635,1.0,0.9931955950884492
open_exposure,endogenous,101,0.007140422041001054,1.0,0.993202318216967
open_exposure,endogenous,102,0.007145071457664505,1.0,0.9931978919723033
open_exposure,endogenous,103,0.0071444401299527215,1.0,0.993198492996285
open_exposure,endogenous,104,0.007137410589248652,1.0,0.9932051851190353
open_exposure,endogenous,105,0.007143041328125571,1.0,0.9931998246556245
open_exposure,endogenous,106,0.00713479430911495,1.0,0.9932076758177225
open_exposure,endogenous,107,0.00714529386265674,1.0,0.9931976802427508
open_exposure,endogenous,108,0.007143478272541795,1.0,0.9931994086845403
open_exposure,endogenous,109,0.0071385368271770075,1.0,0.9932041129405275
open_exposure,endogenous,110,0.007143581745185286,1.0,0.9931993101785836
open_exposure,endogenous,111,0.007141899518044299,1.0,0.9932009116588219
open_exposure,endogenous,112,0.007137034775559538,1.0,0.9932055428936674
open_exposure,endogenous,113,0.007138851558763044,1.0,0.9932038133160576
open_exposure,endogenous,114,0.0071415568476558755,1.0,0.9932012378810317
open_exposure,endogenous,115,0.007141219304525601,1.0,0.9932015592220916
open_exposure,endogenous,116,0.007146460993699618,1.0,0.993196569133998
open_exposure,endogenous,117,0.007137037071324126,1.0,0.9932055407080994
open_exposure,endogenous,118,0.007139572622767139,1.0,0.9932031268631257
open_exposure,endogenous,119,0.007141169174752688,1.0,0.9932016069456354
open_exposure,endogenous,120,0.007150408224962637,1.0,0.9931928113698356
open_exposure,fixed,0,0.3,0.62,0.4484
open_exposure,fixed,1,0.10041795718303588,0.62,0.5625609284913035
open_exposure,fixed,2,0.0323874293898968,0.62,0.601474390388979
open_exposure,fixed,3,0.014041204206628785,0.62,0.6119684311938083
open_exposure,fixed,4,0.009460573095080946,0.62,0.6145885521896137
open_exposure,fixed,5,0.008326557812363258,0.62,0.6152372089313283
open_exposure,fixed,6,0.008043224858481877,0.62,0.6153992753809484
open_exposure,fixed,7,0.007978324626527738,0.62,0.6154363983136262
open_exposure,fixed,8,0.007961090883518703,0.62,0.6154462560146273
open_exposure,fixed,9,0.007947532077156509,0.62,0.6154540116518665
open_exposure,fixed,10,0.007961001378203415,0.62,0.6154463072116676
open_exposure,fixed,11,0.0079462033420334,0.62,0.6154547716883569
open_exposure,fixed,12,0.007937112883114487,0.62,0.6154599714308585
open_exposure,fixed,13,0.007946729326307253,0.62,0.6154544708253522
open_exposure,fixed,14,0.007937177905520414,0.62,0.6154599342380423
open_exposure,fixed,15,0.007944133299203793,0.62,0.6154559557528554
open_exposure,fixed,16,0.007953571671752153,0.62,0.6154505570037577
open_exposure,fixed,17,0.007944465827780406,0.62,0.6154557655465096
open_exposure,fixed,18,0.007943271155558691,0.62,0.6154564488990204
open_exposure,fixed,19,0.007938512294859194,0.62,0.6154591709673405
open_exposure,fixed,20,0.007944197107194108,0.62,0.615455919254685
open_exposure,fixed,21,0.007942756165108481,0.62,0.6154567434735579
open_exposure,fixed,22,0.007946396202881968,0.62,0.6154546613719515
open_exposure,fixed,23,0.007942974782529397,0.62,0.6154566184243931
open_exposure,fixed,24,0.007947000198434846,0.62,0.6154543158864952
open_exposure,fixed,25,0.007939591841016202,0.62,0.6154585534669387
open_exposure,fixed,26,0.007938971530628829,0.62,0.6154589082844804
open_exposure,fixed,27,0.007942049535448725,0.62,0.6154571476657233
open_exposure,fixed,28,0.007957532673648841,0.62,0.6154482913106729
open_exposure,fixed,29,0.007953052892010948,0.62,0.6154508537457697
open_exposure,fixed,30,0.007949711491464501,0.62,0.6154527650268823
open_exposure,fixed,31,0.007949660757733484,0.62,0.6154527940465765
open_exposure,fixed,32,0.007939840987712573,0.62,0.6154584109550284
